NodeIdentifier1,NodeIdentifier2,InTestSet
C0691554,C0175167,True
C0055467,C0026821,True
C0007248,C0026821,True
C0689533,C0026821,True
C0691786,C0026821,True
C0688426,C0026821,True
C0025659,C0026821,True
C3535702,C0038018,True
C0703374,C0042345,True
C0700583,C0021368,True
C0995060,C0021368,True
C1167570,C0021368,True
C0055895,C0021368,True
C1163190,C0021368,True
C0689728,C0021368,True
C3871612,C0021368,True
C1148556,C0021368,True
C0688020,C0021368,True
C1960406,C0021368,True
C0977744,C0021368,True
C1276826,C0021368,True
C0705898,C0021368,True
C0981482,C0021368,True
C3153488,C0021368,True
C0979749,C0021368,True
C2747545,C0021368,True
C0358980,C0021368,True
C0691147,C0021368,True
C0021246,C0021368,True
C1813531,C0021368,True
C1164916,C0021368,True
C2341623,C0021368,True
C0040867,C0021368,True
C0975727,C0021368,True
C2684032,C0021368,True
C3282059,C0021368,True
C0980809,C0021368,True
C2927348,C0021368,True
C0978713,C0021368,True
C0063079,C0021368,True
C0978905,C0021368,True
C2718624,C0021368,True
C2702461,C0021368,True
C1630423,C0021368,True
C0974620,C0021368,True
C0691628,C0021368,True
C3495379,C0021368,True
C4237884,C0021368,True
C0978907,C0021368,True
C2981143,C0021368,True
C0772364,C0021368,True
C0690032,C0021368,True
C0594488,C0021368,True
C2343589,C0021368,True
C0724587,C0021368,True
C0691130,C0021368,True
C0702666,C0021368,True
C0357995,C0021368,True
C1814983,C0021368,True
C1161515,C0021368,True
C3871491,C0021368,True
C0982062,C0038160,True
C2343629,C0038160,True
C0778369,C0038160,True
C3555616,C0038160,True
C2947911,C0038160,True
C0978535,C0038160,True
C0776453,C0038160,True
C0982236,C0038160,True
C0007557,C0038160,True
C0978213,C0038160,True
C0039644,C0038160,True
C0994972,C0038160,True
C0689841,C0038160,True
C4048487,C0038160,True
C1591225,C0038160,True
C0975350,C0038160,True
C0724713,C0038160,True
C0979316,C0038160,True
C0982807,C0038160,True
C1720695,C0038160,True
C0872534,C0038160,True
C0688223,C0038160,True
C0781612,C0038160,True
C0220892,C0038160,True
C0781576,C0038160,True
C0975406,C0038160,True
C0037521,C0038160,True
C0790321,C0038160,True
C1589753,C0038160,True
C1327691,C0038160,True
C0542997,C0038160,True
C0977118,C0038160,True
C0032831,C0038160,True
C0689861,C0038160,True
C0979338,C0038160,True
C0975324,C0038160,True
C0975325,C0038160,True
C0975712,C0038160,True
C2722194,C0038160,True
C3192417,C0038160,True
C2343627,C0038160,True
C1572400,C0038160,True
C0977870,C0038160,True
C0975344,C0038160,True
C0975364,C0038160,True
C0688212,C0038160,True
C0282391,C0038160,True
C1967668,C0038160,True
C0976711,C0038160,True
C0282355,C0038160,True
C0978345,C0028961,True
C0301383,C0028961,True
C0976976,C0018671,True
C0976974,C0018671,True
C0694369,C0018671,True
C0979531,C0018671,True
C0979539,C0018671,True
C2980754,C0018671,True
C0938628,C0018671,True
C0031923,C0018671,True
C3848726,C0008677,True
C0978475,C0008677,True
C3667620,C0023448,True
C3535700,C0037930,True
C3864337,C0600260,True
C0687831,C0032617,True
C0975414,C0014335,True
C2700656,C0525045,True
C0691064,C0525045,True
C0042291,C0525045,True
C0975240,C0525045,True
C1995606,C0525045,True
C0794689,C0525045,True
C2701086,C0525045,True
C4224890,C0024121,True
C2242194,C0024121,True
C0023972,C0024121,True
C4048564,C0024121,True
C0688436,C0024121,True
C3499630,C0024121,True
C0786204,C0024121,True
C3887725,C0024121,True
C0796545,C0011226,True
C0778070,C0011226,True
C0977858,C0011226,True
C0702984,C0011226,True
C4049077,C0011884,True
C0032911,C0029106,True
C0014563,C0018794,True
C0001636,C0018794,True
C0980143,C0013911,True
C0690267,C0024530,True
C3883338,C0024530,True
C3888301,C0024530,True
C0687943,C0024530,True
C0008241,C0024530,True
C0690268,C0024530,True
C0356321,C0024530,True
C0531104,C0024530,True
C1145701,C0004030,True
C0716431,C0004030,True
C0393080,C0004030,True
C1165011,C0004030,True
C0978642,C0004030,True
C1164336,C0008354,True
C2343909,C0008354,True
C0039644,C0008354,True
C3883333,C0008354,True
C1964287,C0008354,True
C0978676,C0008354,True
C1696546,C0008354,True
C3642620,C0008354,True
C0023992,C0009374,True
C0102139,C0037997,True
C0025644,C0040127,True
C0033511,C0040127,True
C4282277,C0027819,True
C4048627,C0027819,True
C4083192,C0027819,True
C0013089,C0027819,True
C0689288,C0027819,True
C3194954,C0027819,True
C3855213,C0027819,True
C4083189,C0027819,True
C3855217,C0027819,True
C0546866,C0041325,True
C0773971,C0042134,True
C0044971,C0042134,True
C1349745,C0042134,True
C0010583,C0553580,True
C1620746,C0034013,True
C1952575,C0034013,True
C0692500,C0020433,True
C0936175,C0020433,True
C0689956,C0020433,True
C0979448,C0020433,True
C0936051,C0238111,True
C0688374,C0238111,True
C2700707,C0238111,True
C0353657,C0238111,True
C0590816,C0238111,True
C0979452,C0270851,True
C0689955,C0270851,True
C0979451,C0270851,True
C0936175,C0270851,True
C0975493,C0041948,True
C3475083,C0035243,True
C0776212,C0035243,True
C0030830,C0035243,True
C0776374,C0035243,True
C0980722,C0035243,True
C1591024,C0035243,True
C0975380,C0035243,True
C4281833,C0035243,True
C0978026,C0035243,True
C0980746,C0035243,True
C0975456,C0035243,True
C0981318,C0035243,True
C0982292,C0035243,True
C0975452,C0035243,True
C1697615,C0035243,True
C2920197,C0035243,True
C4282047,C0001122,True
C0980542,C0004623,True
C0282277,C0004623,True
C0776371,C0004623,True
C0975711,C0004623,True
C0975250,C0004623,True
C0979347,C0004623,True
C0688221,C0004623,True
C0693581,C0004623,True
C0775081,C0004623,True
C1572403,C0004623,True
C1453642,C0004623,True
C0974339,C0004623,True
C1329125,C0004623,True
C2266972,C0004623,True
C0700526,C0004623,True
C2684300,C0004623,True
C0975418,C0004623,True
C0977112,C0004623,True
C0975327,C0004623,True
C4048487,C0004623,True
C1145601,C0004623,True
C0978928,C0004623,True
C0977074,C0004623,True
C1762246,C0004623,True
C0688576,C0004623,True
C4083326,C0004623,True
C1275984,C0004623,True
C2920441,C0004623,True
C0978624,C0004623,True
C0703658,C0004623,True
C0220892,C0004623,True
C0975692,C0004623,True
C3199971,C0004623,True
C0073374,C0004623,True
C0007554,C0004623,True
C0980546,C0004623,True
C1144403,C0004623,True
C0002645,C0004623,True
C0975518,C0004623,True
C0007716,C0004623,True
C1533389,C0004623,True
C0979000,C0004623,True
C0981591,C0004623,True
C0027519,C0004623,True
C0700443,C0004623,True
C0059566,C0004623,True
C2001521,C0004623,True
C2609711,C0004623,True
C0980543,C0004623,True
C0688175,C0004623,True
C0007559,C0004623,True
C0975435,C0004623,True
C0027324,C0004623,True
C0004521,C0004623,True
C1327690,C0004623,True
C1329126,C0004623,True
C0980743,C0004623,True
C0024452,C0004623,True
C0688766,C0004623,True
C1344517,C0004623,True
C0689858,C0004623,True
C3500544,C0004623,True
C0975346,C0004623,True
C0979343,C0004623,True
C0142817,C0004623,True
C1967630,C0004623,True
C0027607,C0004623,True
C0976711,C0004623,True
C0025381,C0014557,True
C1329132,C0030186,True
C4282093,C0030186,True
C0591789,C0024473,True
C0024480,C0024473,True
C0024477,C0024473,True
C0978689,C0010481,True
C0688818,C0023890,True
C0304489,C0023890,True
C0689550,C0023890,True
C0689132,C0023890,True
C0045093,C0887833,True
C0989249,C0002880,True
C0981220,C0042164,True
C0974644,C0042164,True
C0981221,C0042164,True
C0596005,C0042164,True
C0689573,C0042164,True
C1168857,C0042164,True
C0600901,C0040147,True
C0113286,C0040147,True
C0027679,C0026896,True
C0715738,C0026896,True
C0976045,C0026896,True
C4074395,C0026896,True
C2940244,C0029458,True
C0938946,C0029458,True
C1509419,C0029458,True
C0994837,C0029458,True
C1177457,C0029458,True
C0014912,C0029458,True
C0702471,C0029458,True
C0875668,C0029458,True
C1329127,C0029458,True
C0976793,C0029458,True
C0688786,C0029458,True
C0976781,C0029458,True
C0061347,C0029458,True
C0976792,C0029458,True
C0976789,C0029458,True
C0976757,C0029458,True
C0688827,C0029458,True
C2962925,C0029458,True
C0705994,C0029458,True
C1177458,C0029458,True
C1165021,C0029458,True
C2926696,C0000771,True
C0979523,C0000771,True
C1814226,C0000771,True
C0980839,C0000771,True
C0974956,C0000771,True
C0017970,C0000771,True
C0357701,C0000771,True
C4051274,C0000771,True
C0053526,C0000771,True
C0774475,C0000771,True
C0977689,C0000771,True
C0021735,C0037286,True
C1816331,C0037286,True
C0981522,C0037286,True
C2683922,C0037286,True
C4048805,C0037286,True
C0046100,C0037286,True
C0977856,C0037286,True
C4522419,C0393593,True
C1635185,C0393593,True
C0979603,C0005686,True
C0689746,C0005686,True
C0032535,C0005686,True
C0694292,C0005686,True
C0038742,C0040053,True
C0775274,C0023418,True
C0979757,C0023418,True
C0976121,C0023418,True
C0689289,C0023418,True
C0979743,C0023418,True
C0356884,C0023418,True
C2938847,C0023418,True
C0057598,C0023418,True
C0689575,C0023418,True
C0113286,C0023418,True
C3281778,C0023418,True
C0978589,C0023418,True
C2315416,C0023418,True
C3887725,C0023418,True
C0979569,C0023418,True
C1724063,C0023418,True
C0949359,C0023418,True
C0978549,C0023418,True
C0703459,C0007097,True
C0976370,C0007097,True
C4074422,C0020461,True
C0977826,C0020461,True
C0980188,C0020461,True
C0977824,C0020461,True
C2683605,C0020461,True
C0716501,C0020461,True
C0977794,C0020461,True
C1170011,C0020461,True
C1169456,C0020461,True
C0782004,C0011854,True
C1169967,C0011854,True
C1532971,C0011854,True
C0977802,C0011854,True
C3503329,C0011854,True
C0724600,C0011854,True
C3888216,C0011854,True
C0770209,C0011854,True
C0977813,C0011854,True
C1169457,C0011854,True
C0981367,C0038941,True
C0007555,C0038941,True
C0002501,C0038941,True
C0775460,C0038941,True
C0778296,C0038941,True
C0919352,C0038941,True
C0055015,C0038941,True
C0975335,C0038941,True
C0002499,C0038941,True
C0977874,C0038941,True
C0991734,C0038941,True
C0977870,C0038941,True
C4048972,C0038941,True
C0781579,C0038941,True
C0974392,C0038941,True
C0034237,C0040954,True
C1813185,C0040954,True
C3709440,C0022603,True
C1740879,C0022603,True
C2365903,C0015674,True
C2365901,C0015674,True
C0779011,C0034530,True
C0037521,C0034530,True
C0693016,C0016199,True
C0688477,C0236969,True
C1572345,C0236969,True
C0979391,C0242698,True
C0065374,C0242698,True
C0248719,C0242698,True
C0527379,C0242698,True
C0981555,C0242698,True
C0693958,C0242698,True
C0974839,C0242698,True
C0006938,C0242698,True
C0976598,C0242698,True
C0979392,C0242698,True
C0981441,C0242698,True
C4081367,C0009088,True
C0206599,C0009088,True
C3531450,C0009088,True
C2710526,C0009088,True
C3475083,C0040592,True
C3883336,C0040592,True
C2343909,C0040592,True
C0013090,C0040592,True
C3833527,C0040592,True
C0011276,C0040592,True
C0937589,C0040592,True
C0708686,C0040592,True
C0980391,C0040592,True
C0980394,C0040592,True
C1609165,C0039483,True
C3692224,C0039483,True
C0600901,C0027854,True
C0689576,C0027854,True
C1161515,C0027854,True
C1572614,C0020458,True
C0304422,C0020458,True
C0974187,C0020458,True
C0937296,C0020458,True
C4281905,C0020458,True
C0981252,C0020458,True
C0977998,C0010520,True
C0978005,C0010520,True
C0688943,C0036118,True
C2926824,C0919267,True
C1620746,C0919267,True
C1996101,C0919267,True
C0937507,C0919267,True
C1586682,C0919267,True
C0694368,C0919267,True
C1614129,C0919267,True
C0976086,C0019693,True
C0692468,C0019693,True
C1572673,C0019693,True
C0663655,C0019693,True
C0978332,C0011991,True
C0979140,C0011991,True
C0304556,C0011991,True
C0688943,C0011991,True
C0981544,C0011991,True
C0975489,C0011991,True
C4317559,C0011991,True
C2979266,C0011991,True
C1572205,C0011991,True
C0689392,C0011991,True
C0975486,C0011991,True
C0704620,C0011991,True
C0975191,C0011991,True
C3244877,C0011991,True
C1345131,C0011991,True
C2684483,C0018099,True
C0774351,C0018099,True
C0689443,C0018099,True
C2684464,C0018099,True
C0689174,C0018099,True
C0691144,C0018099,True
C0692694,C0018099,True
C0977715,C0018099,True
C1289957,C0018099,True
C0025041,C0018099,True
C0974614,C0018099,True
C0980273,C0043241,True
C0688391,C0043241,True
C0793651,C0043241,True
C0776210,C0043241,True
C1585598,C0043241,True
C0978293,C0043241,True
C0043483,C0043241,True
C1724251,C0043241,True
C0010977,C0026769,True
C2732150,C0026769,True
C0980820,C0026769,True
C0784786,C0026769,True
C2608733,C0026769,True
C1591600,C0026769,True
C0004609,C0026769,True
C2938847,C0026769,True
C0690626,C0026769,True
C0689575,C0026769,True
C4048563,C0026769,True
C0040864,C0026769,True
C0978973,C0026769,True
C3535701,C0026769,True
C0663182,C0026769,True
C4529675,C0026769,True
C2981143,C0026769,True
C0980813,C0026769,True
C0071839,C0026769,True
C0981582,C0026769,True
C0976005,C0026769,True
C0077004,C0026769,True
C0781901,C0026769,True
C3668795,C0014859,True
C3887722,C0014859,True
C3887726,C0014859,True
C3668784,C0014859,True
C0978556,C0014859,True
C0949359,C0014859,True
C2720031,C0020557,True
C2720026,C0020557,True
C0691633,C0020557,True
C0875292,C0020557,True
C0980171,C0020557,True
C3152805,C0020557,True
C1177905,C0020557,True
C0981738,C0020557,True
C0975890,C0020557,True
C0978955,C0020557,True
C0689404,C0020557,True
C1101838,C0020557,True
C0978970,C0020557,True
C0788926,C0020557,True
C0016157,C0020557,True
C0981617,C0020557,True
C0965129,C0020557,True
C0978958,C0020557,True
C0978962,C0020557,True
C1136535,C0027947,True
C1272466,C0027947,True
C4048439,C0027947,True
C0975675,C0027947,True
C4281925,C0027947,True
C0282104,C0027947,True
C1177545,C0027947,True
C4281897,C0027947,True
C1572257,C0023223,True
C0779011,C0023223,True
C0979692,C0023223,True
C0982504,C0023223,True
C0979816,C0002792,True
C0982714,C0002792,True
C0775083,C0002792,True
C3486191,C0002792,True
C3205627,C0002792,True
C0700536,C0002792,True
C1351552,C0002792,True
C1967802,C0002792,True
C0976659,C0002792,True
C0979815,C0002792,True
C3486192,C0002792,True
C1178368,C0004943,True
C0039736,C0004943,True
C3249118,C0039685,True
C1532846,C0037929,True
C1532849,C0037929,True
C0004609,C0037929,True
C0657912,C0037929,True
C2973446,C0079746,True
C1966384,C0014122,True
C4058841,C0019163,True
C1165074,C0019163,True
C0692468,C0019163,True
C0980968,C0004352,True
C2365902,C0004352,True
C0981711,C0004352,True
C0073393,C0004352,True
C0981183,C3714509,True
C0981178,C3714509,True
C0980837,C3714509,True
C3464731,C3714509,True
C0981181,C3714509,True
C0779609,C0025323,True
C1509419,C0025323,True
C0688806,C0025323,True
C0875668,C0025323,True
C0071108,C0025323,True
C0789915,C0025323,True
C1697874,C0025323,True
C0007554,C0242172,True
C0282391,C0242172,True
C0982083,C0001126,True
C0074722,C0001126,True
C0137996,C0022650,True
C0688606,C0036980,True
C0979948,C0038358,True
C0975148,C0038358,True
C0994521,C0038358,True
C0974648,C0038358,True
C3540733,C0038358,True
C0773054,C0038358,True
C0975163,C0038358,True
C1274048,C0038358,True
C0938734,C0038358,True
C0702906,C0038358,True
C2930042,C0038358,True
C3265863,C0038358,True
C3700911,C0038358,True
C0978303,C0038358,True
C0975172,C0038358,True
C0038670,C0010043,True
C0977843,C0010403,True
C0981560,C0015404,True
C0039644,C0015404,True
C2920329,C0015404,True
C0724713,C0015404,True
C0977104,C0015404,True
C0976713,C0015404,True
C1762217,C0015404,True
C0693578,C0015404,True
C0980741,C0024031,True
C0146011,C0024031,True
C0690359,C0011156,True
C0702462,C0398650,True
C0688416,C0398650,True
C0085297,C0398650,True
C4281936,C0398650,True
C0688490,C0398650,True
C0032952,C0398650,True
C0979997,C0398650,True
C1697123,C0398650,True
C0724567,C0023467,True
C0717668,C0023467,True
C2315478,C0272375,True
C0976392,C0020502,True
C0688614,C0020502,True
C1694802,C0206754,True
C3200101,C0004669,True
C0543210,C0004669,True
C1591024,C0004669,True
C0978618,C0004669,True
C0980889,C0004669,True
C4073545,C0004669,True
C0981591,C0004669,True
C0975375,C0004669,True
C0771284,C0004669,True
C0540776,C0004669,True
C0001911,C0027528,True
C0688493,C0009326,True
C0976125,C0009326,True
C0690128,C0009326,True
C2683203,C0009326,True
C1814984,C0009326,True
C0978973,C0009326,True
C0138273,C0009326,True
C1724063,C0009326,True
C0071844,C0009326,True
C0309618,C0038166,True
C0981452,C0038166,True
C0980703,C0040136,True
C0977851,C0040136,True
C3249479,C0040136,True
C1827305,C0040136,True
C0980698,C0040136,True
C0978217,C0040136,True
C0021735,C0040136,True
C0707596,C0040136,True
C0981752,C0040136,True
C3163168,C0040136,True
C0981538,C0040136,True
C2683922,C0040136,True
C2747344,C0040136,True
C4282418,C0040136,True
C0980713,C0040136,True
C1516119,C0040136,True
C3182932,C0031069,True
C1590956,C0009443,True
C0691765,C0009443,True
C0691949,C0009443,True
C0980180,C0009443,True
C0887557,C0009443,True
C0691713,C0009443,True
C0975056,C0009443,True
C0974577,C0009443,True
C0070563,C0009443,True
C0692341,C0009443,True
C0693257,C0009443,True
C1630423,C0009443,True
C0033798,C0009443,True
C1145687,C0009443,True
C1248424,C0009443,True
C1142738,C0877445,True
C0981378,C0877445,True
C0979219,C0035229,True
C1443671,C0022672,True
C0975164,C0013395,True
C0975158,C0013395,True
C0772951,C0013395,True
C0108111,C0013395,True
C1177088,C0013395,True
C0777354,C0013395,True
C0976855,C0013395,True
C0981311,C0013395,True
C0978300,C0013395,True
C1177069,C0013395,True
C0006681,C0013395,True
C0789817,C0011334,True
C0037508,C0011334,True
C0980268,C0011334,True
C0982877,C0011334,True
C0786299,C0011334,True
C1298430,C0011334,True
C0974184,C0011334,True
C3701211,C0011334,True
C0006949,C0035258,True
C0009011,C0035258,True
C1876895,C0021359,True
C0688043,C0021359,True
C1615782,C0021359,True
C0688044,C0021359,True
C1595249,C0021359,True
C0980142,C0021359,True
C0994883,C0021359,True
C1695128,C0021359,True
C0938978,C0021359,True
C0042071,C0018128,True
C0976462,C0018128,True
C2368852,C0032024,True
C0975767,C0032024,True
C0975781,C0032024,True
C0975790,C0032024,True
C3273754,C0040261,True
C0978014,C0040261,True
C0021735,C0018916,True
C0981522,C0018916,True
C0391001,C0018916,True
C0593978,C0018916,True
C0700445,C0016879,True
C0979252,C0007131,True
C3644505,C0007131,True
C0210657,C0007131,True
C1966725,C0007131,True
C0020402,C0007131,True
C0780245,C0007131,True
C4084601,C0007131,True
C2987648,C0007131,True
C3887905,C0007131,True
C0980030,C0013390,True
C0692502,C0013390,True
C1960406,C0013390,True
C0689451,C0013390,True
C0978905,C0013390,True
C2718624,C0013390,True
C0976340,C0013390,True
C0976852,C0020640,True
C1269927,C0020640,True
C0689999,C0020640,True
C0042878,C0020640,True
C4476371,C0020640,True
C0979816,C0026603,True
C0690307,C0026603,True
C0783083,C0026603,True
C0980110,C0026603,True
C1364797,C0026603,True
C0036444,C0026603,True
C0976435,C0026603,True
C1629879,C0026603,True
C0976412,C0026603,True
C0355372,C0026603,True
C0109040,C0026603,True
C0978361,C0026603,True
C0600197,C0026603,True
C0976409,C0026603,True
C2955100,C0026603,True
C0356217,C0026918,True
C0690289,C0026918,True
C0140575,C0026918,True
C0978023,C0026918,True
C4073461,C0740394,True
C0032535,C0004610,True
C0778070,C0025202,True
C0975285,C0025202,True
C0005739,C0025202,True
C0937507,C0025202,True
C3644517,C0025202,True
C0694368,C0025202,True
C0977857,C0025202,True
C3657270,C0025202,True
C0977840,C0025202,True
C0973812,C0032285,True
C3700911,C0032285,True
C4083806,C0032285,True
C1120106,C0032285,True
C0690177,C0041969,True
C1177166,C0524909,True
C0979315,C0524909,True
C0977846,C0524909,True
C4048805,C0524909,True
C3153370,C0524909,True
C3153380,C0524909,True
C1099776,C0524909,True
C0060389,C0019572,True
C0690395,C0019572,True
C0774477,C0005697,True
C0977696,C0005697,True
C0106169,C0005697,True
C0774430,C0005697,True
C4048868,C0005697,True
C0974956,C0005697,True
C1711861,C0005697,True
C0974732,C0005697,True
C0981485,C0005697,True
C4282416,C0029463,True
C0982799,C0029463,True
C3245354,C0029463,True
C2242198,C0029463,True
C3860180,C0029463,True
C3847983,C0029463,True
C4521160,C0029463,True
C0011145,C0022661,True
C0974178,C0022661,True
C0006376,C0022661,True
C0786204,C0022661,True
C0108111,C0022661,True
C2726867,C0022661,True
C0795367,C0022661,True
C4048557,C0022661,True
C0688101,C0022661,True
C1572401,C0022661,True
C0994521,C0017181,True
C0976857,C0017181,True
C0773054,C0017181,True
C0975669,C0017181,True
C0974193,C0017181,True
C0979945,C0017181,True
C0688331,C0017181,True
C0978299,C0017181,True
C0975143,C0017181,True
C0690276,C0017181,True
C0775082,C0546884,True
C0991769,C0546884,True
C0981054,C0028077,True
C0982451,C0028077,True
C0691927,C0025637,True
C0974573,C0025637,True
C0974587,C0025637,True
C0352842,C0026946,True
C0771029,C0026946,True
C0016277,C0026946,True
C0789332,C0026946,True
C3817130,C0026946,True
C0076115,C0026946,True
C0979074,C0026946,True
C0794635,C0026946,True
C3693181,C0026946,True
C1815818,C0026946,True
C1176449,C0011880,True
C2683557,C0011880,True
C0688308,C0236964,True
C1572083,C0236964,True
C0692172,C0236964,True
C0355077,C0236964,True
C0975611,C0236964,True
C1572086,C0236964,True
C0693187,C0004604,True
C0980547,C0006035,True
C0026186,C0006035,True
C0979230,C0006035,True
C0980543,C0006035,True
C0979236,C0006035,True
C1814390,C0242350,True
C0030350,C0242350,True
C1177116,C0242350,True
C0978594,C0242350,True
C3883338,C0035021,True
C3888301,C0035021,True
C3887713,C0035021,True
C3887742,C0035021,True
C3887869,C0035021,True
C0981044,C0043349,True
C0073115,C0043349,True
C0981036,C0043349,True
C0981051,C0043349,True
C0980196,C0013238,True
C0980203,C0013238,True
C1572692,C0013238,True
C0980221,C0013238,True
C0982876,C0013238,True
C0714062,C0013238,True
C1996471,C0013238,True
C1948915,C0013238,True
C0977444,C0002965,True
C0689045,C0002965,True
C0795668,C0002965,True
C1591090,C0002965,True
C0019134,C0002965,True
C0066101,C0013595,True
C3199971,C0029443,True
C0688340,C0029443,True
C0978887,C0029443,True
C0688338,C0029443,True
C0008809,C0029443,True
C0689858,C0029443,True
C0009077,C0029443,True
C0978537,C0029443,True
C0546879,C0035585,True
C0979236,C0035585,True
C0993191,C0035585,True
C0700346,C0015503,True
C0724529,C0015503,True
C4058272,C0015503,True
C2826076,C0015503,True
C4048374,C0001627,True
C0689109,C0001627,True
C0689117,C0001627,True
C0977611,C0001627,True
C0993184,C0001627,True
C0063076,C0001627,True
C3665423,C0001627,True
C0612688,C0001627,True
C0977636,C0001627,True
C0689204,C0038013,True
C1122087,C0038013,True
C0021246,C0038013,True
C2317236,C0038013,True
C1319624,C0038013,True
C0689206,C0038013,True
C0976340,C0038013,True
C0717758,C0038013,True
C1168857,C0038013,True
C0690032,C0038013,True
C1950598,C0038013,True
C0981518,C0038013,True
C1363117,C0038013,True
C0982891,C0038013,True
C0976130,C0011608,True
C2608733,C0011608,True
C0690618,C0011608,True
C0689572,C0011608,True
C0705898,C0011608,True
C0689575,C0011608,True
C4271871,C0011608,True
C0040866,C0011608,True
C2963200,C0011608,True
C0976138,C0011608,True
C0690619,C0011608,True
C0980809,C0011608,True
C0980821,C0011608,True
C1161848,C0011608,True
C3475333,C0011608,True
C0707528,C0011608,True
C1724063,C0011608,True
C0979273,C0034734,True
C0770500,C0034734,True
C0282213,C0034734,True
C4082712,C0034734,True
C0975229,C0034734,True
C3887713,C0029291,True
C2939613,C0029291,True
C3887869,C0029291,True
C0017449,C0029291,True
C4049001,C0003869,True
C0973784,C0017601,True
C0979523,C0017601,True
C0979521,C0017601,True
